6.387908070000000160e-01, 6.067912391292135110e-01, 2.407105950401490890e+00, 8.466029301585878963e-01, 2.879923385250304779e+00
5.746430580000000399e-01, 4.696168084869577486e-01, 2.182734538409508485e+00, 8.690328981278070408e-01, 2.879923385250304779e+00
5.207234870000000404e-01, 5.432495489936893796e-01, 2.398544201027680955e+00, 8.159554699212092643e-01, 3.193768454922967681e+00
4.427869580000000083e-01, 4.255622697076228422e-01, 2.186132939583849577e+00, 8.409613673409694901e-01, 3.193768454922967681e+00
0.000000000000000000e+00, 7.080430361619429735e-01, 7.510445375511818789e+00, 8.907336438182027472e-01, 1.128810110622654328e+01
5.353669420675629675e-01, 5.370706390127724106e-01, 6.411620048702658003e+00, 9.082249908029553787e-01, 1.128810110622654328e+01
0.000000000000000000e+00, 6.401914238950150438e-01, 7.274798200080338617e+00, 8.613201124147963350e-01, 1.174132986952798774e+01
4.635852761622184515e-01, 4.922039583281243580e-01, 6.261011420773708203e+00, 8.821951751988309498e-01, 1.174132986952798774e+01
0.000000000000000000e+00, 5.250488601082903273e-01, 6.911725335044203611e+00, 8.062341894836205780e-01, 1.284426884227259436e+01
4.034879310011609266e-01, 4.131252014070072587e-01, 6.029302540208751893e+00, 8.321664586446785306e-01, 1.284426884227259436e+01
5.851696978000000549e-01, 5.536565654995760921e-01, 5.737556306343184254e+00, 8.211329597435906846e-01, 1.001256081859848557e+01
4.489391507000000114e-01, 4.330753283538948950e-01, 5.014000157050261919e+00, 8.458814237781552281e-01, 1.001256081859848557e+01
